"season","region","continent","who_full_mismatch","beth_full_mismatch","answer_full_mismatch","lbi_full_mismatch","who_epitope_mismatch","beth_epitope_mismatch","answer_epitope_mismatch","lbi_epitope_mismatch"
"2013","HK","Asia","11","10","0","8","2","0","0","2"
"2013","HK","Asia","13","12","5","10","4","2","2","4"
"2013","SCP","Asia","13","12","2","10","2","0","0","2"
"2013","SCP","Asia","12","11","1","9","2","0","0","2"
"2013","SCP","Asia","14","13","3","11","3","1","1","3"
"2013","SCP","Asia","12","11","1","9","2","0","0","2"
"2013","SCP","Asia","13","12","2","10","2","0","0","2"
"2013","SCP","Asia","11","4","8","10","3","1","1","3"
"2013","SCP","Asia","14","5","11","13","3","1","1","3"
"2013","SCP","Asia","11","12","2","10","2","0","0","2"
"2013","SCP","Asia","15","12","4","10","4","2","2","4"
"2013","SCP","Asia","11","10","0","8","2","0","0","2"
"2013","SCP","Asia","16","13","5","11","2","0","0","2"
"2013","SCP","Asia","10","11","1","9","2","0","0","2"
"2013","SCP","Asia","13","12","2","10","3","1","1","3"
"2013","SCP","Asia","13","12","4","10","4","2","2","4"
"2013","SCP","Asia","12","13","6","11","3","1","1","3"
"2013","SCP","Asia","12","13","5","11","3","1","1","3"
"2013","SCP","Asia","17","16","6","14","6","4","4","6"
"2013","SCP","Asia","14","13","3","11","4","2","2","4"
"2013","SCP","Asia","14","13","6","11","4","2","2","4"
"2013","JP","Asia","13","4","10","12","3","1","1","3"
"2013","JP","Asia","13","16","14","12","3","3","3","3"
"2013","JP","Asia","16","15","11","11","6","4","4","6"
"2013","JP","Asia","13","12","8","8","3","1","1","3"
"2013","JP","Asia","12","11","1","9","2","0","0","2"
"2013","JP","Asia","13","12","8","8","4","2","2","4"
"2013","JP","Asia","12","11","1","9","2","0","0","2"
"2013","JP","Asia","12","11","1","9","2","0","0","2"
"2013","JP","Asia","17","12","12","16","3","1","1","3"
"2013","JP","Asia","47","48","46","48","9","9","9","10"
"2013","JP","Asia","17","12","12","16","4","2","2","4"
"2013","JP","Asia","16","11","11","15","4","2","2","4"
"2013","JP","Asia","14","13","3","11","2","0","0","2"
"2013","JP","Asia","17","8","14","16","3","1","1","3"
"2013","JP","Asia","15","6","12","14","3","1","1","3"
"2013","JP","Asia","13","4","10","12","3","1","1","3"
"2013","JP","Asia","13","4","10","12","3","1","1","3"
"2013","JP","Asia","13","4","10","12","3","1","1","3"
"2013","JP","Asia","12","11","1","9","2","0","0","2"
"2013","JP","Asia","14","5","11","13","3","1","1","3"
"2013","JP","Asia","14","5","11","13","3","1","1","3"
"2013","JP","Asia","17","8","14","16","5","3","3","5"
"2013","JP","Asia","13","12","2","10","2","0","0","2"
"2013","JP","Asia","13","4","10","12","3","1","1","3"
"2013","JP","Asia","13","4","10","12","3","1","1","3"
"2013","JP","Asia","15","7","12","14","4","2","2","4"
"2013","JP","Asia","15","14","4","12","5","3","3","5"
"2013","JP","Asia","16","7","13","15","5","3","3","5"
"2013","JP","Asia","12","11","1","9","3","1","1","3"
"2013","JP","Asia","14","5","11","13","3","1","1","3"
"2013","JP","Asia","13","4","10","12","3","1","1","3"
"2013","JP","Asia","16","15","5","13","6","4","4","6"
"2013","JP","Asia","14","12","3","11","3","1","1","3"
"2013","JP","Asia","13","12","2","10","3","1","1","3"
"2013","JP","Asia","12","11","3","9","3","1","1","3"
"2013","JP","Asia","12","11","1","9","2","0","0","2"
"2013","JP","Asia","15","14","4","12","4","2","2","4"
"2013","JP","Asia","13","12","2","10","2","0","0","2"
"2013","JP","Asia","17","16","6","14","5","3","3","5"
"2013","JP","Asia","12","11","1","9","2","0","0","2"
"2013","JP","Asia","12","11","1","9","2","0","0","2"
"2013","JP","Asia","12","11","1","9","3","1","1","3"
"2013","JP","Asia","17","10","16","18","4","2","2","4"
"2013","JP","Asia","19","12","18","20","4","2","2","4"
"2013","JP","Asia","17","16","6","14","2","0","0","2"
"2013","JP","Asia","16","15","5","13","5","3","3","5"
"2013","JP","Asia","17","16","6","14","5","3","3","5"
"2013","JP","Asia","12","11","1","9","3","1","1","3"
"2013","JP","Asia","12","12","4","10","3","1","1","3"
"2013","JP","Asia","14","14","10","9","3","1","1","3"
"2013","JP","Asia","16","7","13","15","3","1","1","3"
"2013","JP","Asia","17","8","14","14","4","2","2","2"
"2013","JP","Asia","13","12","2","10","3","1","1","3"
"2013","JP","Asia","16","16","8","14","3","1","1","3"
"2013","JP","Asia","14","13","5","11","3","1","1","3"
"2013","JP","Asia","13","12","2","10","2","0","0","2"
"2013","JP","Asia","14","13","5","11","4","2","2","4"
"2013","JP","Asia","12","11","1","9","3","1","1","3"
"2013","JP","Asia","12","11","1","9","3","1","1","3"
"2013","JP","Asia","12","11","3","9","3","1","1","3"
"2013","JP","Asia","12","11","3","9","3","1","1","3"
"2013","JP","Asia","12","11","3","9","3","1","1","3"
"2013","JP","Asia","12","11","3","9","3","1","1","3"
"2013","JP","Asia","12","11","3","9","3","1","1","3"
"2013","JP","Asia","12","11","3","9","3","1","1","3"
"2013","JP","Asia","13","12","4","10","3","1","1","3"
"2013","SG","Asia","13","12","4","10","4","2","2","4"
"2013","SG","Asia","15","6","12","14","3","1","1","3"
"2013","SG","Asia","14","5","11","13","3","1","1","3"
"2013","SG","Asia","13","4","10","12","3","1","1","3"
"2013","SG","Asia","13","4","10","12","3","1","1","3"
"2013","SG","Asia","13","4","10","12","3","1","1","3"
"2013","SG","Asia","13","4","10","12","3","1","1","3"
"2013","SG","Asia","13","8","8","12","3","1","1","3"
"2013","SG","Asia","13","4","10","12","3","1","1","3"
"2013","SG","Asia","12","3","9","11","3","1","1","3"
"2013","SG","Asia","14","5","11","13","3","1","1","3"
"2013","SG","Asia","16","8","11","13","4","2","2","2"
"2013","SG","Asia","13","12","2","10","3","1","1","3"
"2013","SG","Asia","13","12","2","10","4","2","2","4"
"2013","SG","Asia","11","10","0","8","2","0","0","2"
"2013","SG","Asia","11","10","0","8","2","0","0","2"
"2013","SG","Asia","11","10","0","8","2","0","0","2"
"2013","SG","Asia","12","11","1","9","2","0","0","2"
"2013","SG","Asia","13","12","2","10","3","1","1","3"
"2013","SG","Asia","14","5","9","13","3","1","1","3"
"2013","SG","Asia","14","5","11","13","3","1","1","3"
"2013","SG","Asia","13","10","2","10","3","1","1","3"
"2013","SG","Asia","14","5","11","13","3","1","1","3"
"2013","SG","Asia","13","8","8","12","3","1","1","3"
"2013","SG","Asia","12","11","3","9","3","1","1","3"
"2013","SG","Asia","13","4","10","12","3","1","1","3"
"2013","SG","Asia","14","5","11","13","3","1","1","3"
"2013","SG","Asia","14","13","3","11","2","0","0","2"
"2013","SG","Asia","14","5","11","13","3","1","1","3"
"2013","SG","Asia","12","12","2","10","2","0","0","2"
"2013","SG","Asia","13","12","2","10","2","0","0","2"
"2013","SG","Asia","12","11","1","9","2","0","0","2"
"2013","SG","Asia","13","13","9","8","3","1","1","3"
"2014","NY","North America","12","3","0","4","3","1","0","1"
"2014","NY","North America","13","4","1","5","3","1","0","1"
"2014","NY","North America","13","4","1","5","3","1","0","1"
"2014","NY","North America","12","3","0","4","3","1","0","1"
"2014","NY","North America","12","3","0","4","3","1","0","1"
"2014","NY","North America","15","6","3","7","4","2","1","2"
"2014","CA","North America","12","3","0","4","3","1","0","1"
"2014","CA","North America","12","3","0","4","3","1","0","1"
"2014","CA","North America","11","4","1","5","3","1","0","1"
"2014","CA","North America","14","5","2","6","3","1","0","1"
"2014","CA","North America","15","6","3","7","3","1","0","1"
"2014","CA","North America","12","3","0","4","3","1","0","1"
"2014","CA","North America","12","13","14","10","2","2","3","2"
"2014","CA","North America","14","5","2","6","4","2","1","2"
"2014","CA","North America","12","3","0","4","3","1","0","1"
"2014","CA","North America","13","4","1","5","3","1","0","1"
"2014","CA","North America","15","6","3","7","4","2","1","2"
"2014","CA","North America","14","5","2","6","3","1","0","1"
"2014","CAN","North America","12","3","0","4","3","1","0","1"
"2014","CAN","North America","11","4","1","5","3","1","0","1"
"2014","CAN","North America","11","4","1","5","3","1","0","1"
"2014","CAN","North America","11","4","1","5","3","1","0","1"
"2014","CAN","North America","12","3","2","6","3","1","0","1"
"2014","CAN","North America","11","4","1","5","3","1","0","1"
"2014","CAN","North America","13","4","1","5","3","1","0","1"
"2014","CAN","North America","11","4","1","5","3","1","0","1"
"2014","CAN","North America","11","4","1","5","3","1","0","1"
"2014","CAN","North America","12","3","0","4","3","1","0","1"
"2014","CAN","North America","11","4","1","5","3","1","0","1"
"2014","CAN","North America","14","7","4","8","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","14","5","2","6","3","1","0","1"
"2014","UK","Europe","14","5","2","6","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","14","5","2","6","4","2","1","2"
"2014","UK","Europe","14","5","2","6","4","2","1","2"
"2014","UK","Europe","14","7","4","8","3","1","0","1"
"2014","UK","Europe","12","5","2","6","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","13","4","1","5","4","2","1","2"
"2014","UK","Europe","14","5","2","6","5","3","2","3"
"2014","UK","Europe","12","5","2","6","3","1","0","1"
"2014","UK","Europe","14","5","2","6","3","1","0","1"
"2014","UK","Europe","15","6","3","7","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","18","7","10","10","4","2","3","2"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","13","6","3","7","4","2","1","2"
"2014","UK","Europe","16","7","4","8","5","3","2","3"
"2014","UK","Europe","16","7","4","8","3","1","0","1"
"2014","UK","Europe","12","3","0","4","3","1","0","1"
"2014","UK","Europe","14","5","2","6","3","1","0","1"
"2014","UK","Europe","14","5","2","6","3","1","0","1"
"2014","UK","Europe","15","6","3","7","4","2","1","2"
"2014","UK","Europe","15","6","3","7","3","1","0","1"
"2014","UK","Europe","13","4","1","5","3","1","0","1"
"2014","GER","Europe","12","3","0","4","3","1","0","1"
"2014","GER","Europe","12","5","2","6","3","1","0","1"
"2014","GER","Europe","12","3","0","4","3","1","0","1"
"2014","GER","Europe","14","5","2","6","3","1","0","1"
"2014","GER","Europe","12","3","0","4","3","1","0","1"
"2014","GER","Europe","14","5","2","6","3","1","0","1"
"2014","GER","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","14","3","2","6","3","1","0","1"
"2014","FR","Europe","20","9","12","12","4","2","3","2"
"2014","FR","Europe","13","2","5","5","3","1","2","1"
"2014","FR","Europe","14","3","6","6","4","2","3","2"
"2014","FR","Europe","18","7","10","10","4","2","3","2"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","12","1","4","4","3","1","2","1"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","14","5","2","6","4","2","1","2"
"2014","FR","Europe","14","5","2","6","3","1","0","1"
"2014","FR","Europe","14","5","2","6","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","16","7","4","8","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","14","5","2","6","4","2","1","2"
"2014","FR","Europe","14","7","4","8","4","2","1","2"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","15","8","5","9","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","FR","Europe","14","5","2","6","3","1","0","1"
"2014","FR","Europe","13","4","1","5","4","2","1","2"
"2014","FR","Europe","13","4","1","5","4","2","1","2"
"2014","FR","Europe","15","6","3","7","4","2","1","2"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","FR","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","11","4","1","5","3","1","0","1"
"2014","FR","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","14","5","2","6","3","1","0","1"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","FR","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","12","5","2","6","3","1","0","1"
"2014","FR","Europe","12","3","0","4","3","1","0","1"
"2014","FR","Europe","14","5","2","6","4","2","1","2"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","FR","Europe","14","7","4","8","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","14","7","4","8","3","1","0","1"
"2014","FR","Europe","13","4","1","5","3","1","0","1"
"2014","FR","Europe","13","6","3","7","3","1","0","1"
"2014","HK","Asia","12","3","0","4","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","12","3","0","4","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","13","4","1","5","4","2","1","2"
"2014","HK","Asia","12","3","0","4","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","HK","Asia","13","4","1","5","3","1","0","1"
"2014","SCP","Asia","15","4","7","7","2","0","1","0"
"2014","SCP","Asia","13","2","4","5","3","1","1","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","4","9","10","6","1","1","2","1"
"2014","SCP","Asia","14","6","3","6","3","1","0","1"
"2014","SCP","Asia","16","7","4","8","4","2","1","2"
"2014","SCP","Asia","12","3","5","6","3","1","1","1"
"2014","SCP","Asia","11","4","1","5","3","1","0","1"
"2014","SCP","Asia","15","4","3","7","3","1","0","1"
"2014","SCP","Asia","13","4","1","5","3","1","0","1"
"2014","SCP","Asia","14","5","2","6","5","3","2","3"
"2014","SCP","Asia","15","6","3","7","4","2","1","2"
"2014","SCP","Asia","11","4","1","5","3","1","0","1"
"2014","SCP","Asia","13","4","7","7","2","0","1","0"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","13","4","1","5","4","2","1","2"
"2014","SCP","Asia","15","6","3","7","3","1","0","1"
"2014","SCP","Asia","13","4","1","5","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","13","4","1","5","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","14","5","2","6","4","2","1","2"
"2014","SCP","Asia","13","4","1","5","3","1","0","1"
"2014","SCP","Asia","14","5","2","6","4","2","1","2"
"2014","SCP","Asia","14","5","2","6","4","2","1","2"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","11","4","1","5","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","15","6","3","7","3","1","0","1"
"2014","SCP","Asia","11","2","5","5","2","0","1","0"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","14","7","4","8","4","2","1","2"
"2014","SCP","Asia","11","4","1","5","3","1","0","1"
"2014","SCP","Asia","15","6","3","7","3","1","0","1"
"2014","SCP","Asia","15","6","3","7","3","1","0","1"
"2014","SCP","Asia","14","5","2","6","3","1","0","1"
"2014","SCP","Asia","14","5","2","6","4","2","1","2"
"2014","SCP","Asia","10","1","4","4","2","0","1","0"
"2014","SCP","Asia","10","1","4","4","2","0","1","0"
"2014","SCP","Asia","13","4","1","5","3","1","0","1"
"2014","SCP","Asia","14","5","2","6","5","3","2","3"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","12","5","2","6","3","1","0","1"
"2014","SCP","Asia","14","6","3","7","5","3","2","3"
"2014","SCP","Asia","11","4","1","5","3","1","0","1"
"2014","SCP","Asia","13","6","3","7","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","SCP","Asia","14","5","2","6","3","1","0","1"
"2014","SCP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","14","6","3","6","3","1","0","1"
"2014","JP","Asia","14","6","3","6","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","19","8","11","11","4","2","3","2"
"2014","JP","Asia","19","8","10","11","4","2","2","2"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","15","6","3","7","4","2","1","2"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","15","4","6","7","4","2","2","2"
"2014","JP","Asia","14","5","2","6","4","2","1","2"
"2014","JP","Asia","14","5","2","6","4","2","1","2"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","15","6","3","7","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","20","9","12","12","3","1","2","1"
"2014","JP","Asia","13","4","1","5","4","2","1","2"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","14","5","2","6","4","2","1","2"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","16","7","4","8","4","2","1","2"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","16","7","4","8","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","16","7","4","8","5","3","2","3"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","15","6","3","7","4","2","1","2"
"2014","JP","Asia","15","6","3","7","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","14","6","3","6","3","1","0","1"
"2014","JP","Asia","16","7","4","8","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","15","7","4","7","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","15","6","3","7","3","1","0","1"
"2014","JP","Asia","16","7","4","8","3","1","0","1"
"2014","JP","Asia","16","7","4","8","3","1","0","1"
"2014","JP","Asia","15","6","3","7","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","18","10","7","10","3","1","0","1"
"2014","JP","Asia","16","8","5","8","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","15","6","3","7","3","1","0","1"
"2014","JP","Asia","13","5","2","6","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","12","5","2","6","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","16","7","4","8","3","1","0","1"
"2014","JP","Asia","14","5","2","6","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","4","1","5","4","2","1","2"
"2014","JP","Asia","15","6","3","7","3","1","0","1"
"2014","JP","Asia","12","3","0","4","3","1","0","1"
"2014","JP","Asia","13","4","1","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
"2014","JP","Asia","13","5","2","5","3","1","0","1"
